Time	Headset_on	CE_Pos	CE_Rot	LE_Pos	LE_Rot	RE_Pos	RE_Rot	LH_Pos	LH_Rot	RH_Pos	RH_Rot	Menu_Exists	Menu_Bounds	Menu_SM_Bounds	Menu_Page_Viewed	Menu_Panel_Viewed	Model_Name	Model_Centre	Model_Size	Preview_Name	Preview_Corners	
20.46298	1	(0.02, 1.71, 0.44)	(0.16240, 0.01921, -0.00887, 0.98650)	(-0.01, 1.71, 0.44)	(0.16240, 0.01921, -0.00887, 0.98650)	(0.06, 1.71, 0.43)	(0.16240, 0.01921, -0.00887, 0.98650)	(0.00, 1.33, 0.46)	(0.22398, -0.24113, 0.08528, -0.94043)	(0.15, 1.29, 0.55)	(-0.15667, -0.02043, 0.24500, -0.95656)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.48525	1	(0.02, 1.71, 0.44)	(0.16246, 0.01808, -0.00838, 0.98651)	(-0.01, 1.71, 0.44)	(0.16246, 0.01808, -0.00838, 0.98651)	(0.05, 1.71, 0.43)	(0.16246, 0.01808, -0.00838, 0.98651)	(0.00, 1.33, 0.46)	(0.22381, -0.24095, 0.08530, -0.94052)	(0.15, 1.29, 0.55)	(-0.15703, -0.02138, 0.24541, -0.95638)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.50741	1	(0.02, 1.71, 0.44)	(0.16224, 0.01683, -0.00822, 0.98657)	(-0.01, 1.71, 0.44)	(0.16224, 0.01683, -0.00822, 0.98657)	(0.05, 1.71, 0.43)	(0.16224, 0.01683, -0.00822, 0.98657)	(0.00, 1.33, 0.46)	(0.22377, -0.24072, 0.08539, -0.94058)	(0.15, 1.29, 0.55)	(-0.15798, -0.02116, 0.24689, -0.95584)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.51854	1	(0.02, 1.71, 0.44)	(0.16198, 0.01691, -0.00804, 0.98662)	(-0.01, 1.71, 0.44)	(0.16198, 0.01691, -0.00804, 0.98662)	(0.05, 1.71, 0.43)	(0.16198, 0.01691, -0.00804, 0.98662)	(0.00, 1.33, 0.46)	(0.22375, -0.24070, 0.08541, -0.94059)	(0.15, 1.29, 0.55)	(-0.15862, -0.02092, 0.24780, -0.95551)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.54079	1	(0.02, 1.71, 0.44)	(0.16175, 0.01614, -0.00761, 0.98667)	(-0.01, 1.71, 0.44)	(0.16175, 0.01614, -0.00761, 0.98667)	(0.05, 1.71, 0.43)	(0.16175, 0.01614, -0.00761, 0.98667)	(0.00, 1.33, 0.46)	(0.22373, -0.24056, 0.08542, -0.94063)	(0.15, 1.29, 0.55)	(-0.15873, -0.02088, 0.24805, -0.95543)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.56289	1	(0.02, 1.71, 0.44)	(0.16143, 0.01523, -0.00699, 0.98674)	(-0.01, 1.71, 0.44)	(0.16143, 0.01523, -0.00699, 0.98674)	(0.05, 1.71, 0.44)	(0.16143, 0.01523, -0.00699, 0.98674)	(0.00, 1.33, 0.46)	(0.22368, -0.24029, 0.08531, -0.94072)	(0.15, 1.29, 0.55)	(-0.15875, -0.02169, 0.24735, -0.95559)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.58517	1	(0.02, 1.71, 0.44)	(0.16127, 0.01403, -0.00600, 0.98679)	(-0.01, 1.71, 0.44)	(0.16127, 0.01403, -0.00600, 0.98679)	(0.05, 1.71, 0.44)	(0.16127, 0.01403, -0.00600, 0.98679)	(0.00, 1.33, 0.46)	(0.22351, -0.24009, 0.08497, -0.94084)	(0.15, 1.29, 0.55)	(-0.15916, -0.02289, 0.24733, -0.95550)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.6074	1	(0.02, 1.71, 0.44)	(0.16094, 0.01330, -0.00568, 0.98686)	(-0.01, 1.71, 0.44)	(0.16094, 0.01330, -0.00568, 0.98686)	(0.05, 1.71, 0.44)	(0.16094, 0.01330, -0.00568, 0.98686)	(0.00, 1.33, 0.46)	(0.22327, -0.23995, 0.08485, -0.94095)	(0.15, 1.29, 0.55)	(-0.15948, -0.02319, 0.24826, -0.95519)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.61853	1	(0.02, 1.71, 0.44)	(0.16082, 0.01268, -0.00519, 0.98689)	(-0.01, 1.71, 0.44)	(0.16082, 0.01268, -0.00519, 0.98689)	(0.05, 1.71, 0.44)	(0.16082, 0.01268, -0.00519, 0.98689)	(0.00, 1.33, 0.46)	(0.22315, -0.23996, 0.08482, -0.94097)	(0.15, 1.29, 0.55)	(-0.15975, -0.02388, 0.24823, -0.95514)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.64078	1	(0.02, 1.71, 0.44)	(0.16064, 0.01165, -0.00450, 0.98693)	(-0.01, 1.71, 0.44)	(0.16064, 0.01165, -0.00450, 0.98693)	(0.05, 1.71, 0.44)	(0.16064, 0.01165, -0.00450, 0.98693)	(0.00, 1.33, 0.46)	(0.22299, -0.24005, 0.08485, -0.94099)	(0.15, 1.29, 0.55)	(-0.15960, -0.02549, 0.24817, -0.95514)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.66307	1	(0.02, 1.71, 0.44)	(0.16006, 0.01052, -0.00375, 0.98704)	(-0.01, 1.71, 0.44)	(0.16006, 0.01052, -0.00375, 0.98704)	(0.05, 1.71, 0.44)	(0.16006, 0.01052, -0.00375, 0.98704)	(0.01, 1.33, 0.46)	(0.22270, -0.24034, 0.08490, -0.94097)	(0.15, 1.29, 0.55)	(-0.15923, -0.02611, 0.24828, -0.95516)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.68536	1	(0.02, 1.71, 0.44)	(0.15916, 0.00908, -0.00282, 0.98721)	(-0.01, 1.71, 0.44)	(0.15916, 0.00908, -0.00282, 0.98721)	(0.05, 1.71, 0.44)	(0.15916, 0.00908, -0.00282, 0.98721)	(0.01, 1.33, 0.47)	(0.22251, -0.24081, 0.08502, -0.94089)	(0.15, 1.29, 0.55)	(-0.15935, -0.02623, 0.24886, -0.95498)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.70761	1	(0.02, 1.71, 0.44)	(0.15835, 0.00753, -0.00163, 0.98735)	(-0.01, 1.71, 0.44)	(0.15835, 0.00753, -0.00163, 0.98735)	(0.05, 1.71, 0.44)	(0.15835, 0.00753, -0.00163, 0.98735)	(0.01, 1.33, 0.47)	(0.22249, -0.24128, 0.08511, -0.94077)	(0.15, 1.29, 0.55)	(-0.15916, -0.02679, 0.24981, -0.95475)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.71874	1	(0.02, 1.71, 0.44)	(0.15821, 0.00661, -0.00101, 0.98738)	(-0.01, 1.71, 0.44)	(0.15821, 0.00661, -0.00101, 0.98738)	(0.05, 1.71, 0.44)	(0.15821, 0.00661, -0.00101, 0.98738)	(0.01, 1.33, 0.47)	(0.22239, -0.24158, 0.08516, -0.94071)	(0.15, 1.29, 0.55)	(-0.15867, -0.02719, 0.25008, -0.95475)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.74097	1	(0.02, 1.71, 0.44)	(0.15734, 0.00501, 0.00011, 0.98753)	(-0.01, 1.71, 0.44)	(0.15734, 0.00501, 0.00011, 0.98753)	(0.05, 1.71, 0.44)	(0.15734, 0.00501, 0.00011, 0.98753)	(0.01, 1.33, 0.47)	(0.22229, -0.24205, 0.08515, -0.94061)	(0.15, 1.29, 0.55)	(-0.15792, -0.02756, 0.24970, -0.95496)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.76315	1	(0.02, 1.71, 0.44)	(0.15590, 0.00264, 0.00160, 0.98777)	(-0.01, 1.71, 0.44)	(0.15590, 0.00264, 0.00160, 0.98777)	(0.05, 1.71, 0.44)	(0.15590, 0.00264, 0.00160, 0.98777)	(0.01, 1.33, 0.47)	(0.22226, -0.24254, 0.08508, -0.94050)	(0.15, 1.29, 0.55)	(-0.15556, -0.03015, 0.24989, -0.95522)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.78539	1	(0.02, 1.71, 0.44)	(0.15420, 0.00040, 0.00307, 0.98803)	(-0.01, 1.71, 0.44)	(0.15420, 0.00040, 0.00307, 0.98803)	(0.05, 1.71, 0.44)	(0.15420, 0.00040, 0.00307, 0.98803)	(0.01, 1.33, 0.47)	(0.22239, -0.24312, 0.08495, -0.94033)	(0.16, 1.29, 0.55)	(-0.15325, -0.03307, 0.25040, -0.95536)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.80767	1	(0.02, 1.71, 0.44)	(0.15259, -0.00182, 0.00471, 0.98828)	(-0.01, 1.71, 0.44)	(0.15259, -0.00182, 0.00471, 0.98828)	(0.05, 1.71, 0.44)	(0.15259, -0.00182, 0.00471, 0.98828)	(0.01, 1.33, 0.47)	(0.22230, -0.24370, 0.08487, -0.94021)	(0.16, 1.29, 0.55)	(-0.15224, -0.03454, 0.25089, -0.95534)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.81883	1	(0.02, 1.71, 0.44)	(0.15159, -0.00341, 0.00555, 0.98842)	(-0.01, 1.71, 0.44)	(0.15159, -0.00341, 0.00555, 0.98842)	(0.05, 1.71, 0.44)	(0.15159, -0.00341, 0.00555, 0.98842)	(0.01, 1.33, 0.47)	(0.22232, -0.24417, 0.08488, -0.94008)	(0.16, 1.29, 0.55)	(-0.15170, -0.03430, 0.25187, -0.95518)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.84104	1	(0.02, 1.71, 0.44)	(0.14896, -0.00587, 0.00720, 0.98880)	(-0.01, 1.71, 0.44)	(0.14896, -0.00587, 0.00720, 0.98880)	(0.05, 1.71, 0.44)	(0.14896, -0.00587, 0.00720, 0.98880)	(0.01, 1.33, 0.47)	(0.22259, -0.24492, 0.08496, -0.93981)	(0.16, 1.29, 0.55)	(-0.14736, -0.03561, 0.25345, -0.95540)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.8633	1	(0.02, 1.71, 0.44)	(0.14678, -0.00861, 0.00859, 0.98910)	(-0.01, 1.71, 0.44)	(0.14678, -0.00861, 0.00859, 0.98910)	(0.05, 1.71, 0.44)	(0.14678, -0.00861, 0.00859, 0.98910)	(0.01, 1.33, 0.47)	(0.22277, -0.24575, 0.08511, -0.93954)	(0.16, 1.30, 0.55)	(-0.13809, -0.03935, 0.25556, -0.95607)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.88559	1	(0.02, 1.71, 0.44)	(0.14433, -0.01109, 0.01014, 0.98942)	(-0.01, 1.71, 0.44)	(0.14433, -0.01109, 0.01014, 0.98942)	(0.05, 1.71, 0.44)	(0.14433, -0.01109, 0.01014, 0.98942)	(0.01, 1.33, 0.47)	(0.22287, -0.24652, 0.08514, -0.93931)	(0.16, 1.30, 0.55)	(-0.12560, -0.04971, 0.25486, -0.95750)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.90781	1	(0.02, 1.71, 0.44)	(0.14160, -0.01311, 0.01203, 0.98976)	(-0.01, 1.71, 0.44)	(0.14160, -0.01311, 0.01203, 0.98976)	(0.05, 1.71, 0.44)	(0.14160, -0.01311, 0.01203, 0.98976)	(0.01, 1.33, 0.47)	(0.22327, -0.24718, 0.08529, -0.93903)	(0.16, 1.30, 0.55)	(-0.11358, -0.05877, 0.24893, -0.96004)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.91896	1	(0.02, 1.71, 0.44)	(0.14015, -0.01440, 0.01290, 0.98994)	(-0.01, 1.71, 0.44)	(0.14015, -0.01440, 0.01290, 0.98994)	(0.05, 1.71, 0.44)	(0.14015, -0.01440, 0.01290, 0.98994)	(0.01, 1.33, 0.47)	(0.22349, -0.24741, 0.08534, -0.93891)	(0.16, 1.30, 0.55)	(-0.10813, -0.06130, 0.24581, -0.96132)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.94122	1	(0.02, 1.71, 0.44)	(0.13765, -0.01692, 0.01476, 0.99023)	(-0.01, 1.71, 0.44)	(0.13765, -0.01692, 0.01476, 0.99023)	(0.05, 1.71, 0.44)	(0.13765, -0.01692, 0.01476, 0.99023)	(0.01, 1.33, 0.47)	(0.22362, -0.24787, 0.08507, -0.93879)	(0.17, 1.30, 0.55)	(-0.09839, -0.06062, 0.24212, -0.96334)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.96327	1	(0.02, 1.71, 0.44)	(0.13537, -0.01939, 0.01597, 0.99048)	(-0.01, 1.71, 0.44)	(0.13537, -0.01939, 0.01597, 0.99048)	(0.05, 1.71, 0.44)	(0.13537, -0.01939, 0.01597, 0.99048)	(0.01, 1.33, 0.47)	(0.22356, -0.24819, 0.08480, -0.93874)	(0.17, 1.31, 0.55)	(-0.09091, -0.05956, 0.24159, -0.96427)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.98553	1	(0.02, 1.71, 0.44)	(0.13378, -0.02121, 0.01720, 0.99063)	(-0.01, 1.71, 0.44)	(0.13378, -0.02121, 0.01720, 0.99063)	(0.05, 1.72, 0.44)	(0.13378, -0.02121, 0.01720, 0.99063)	(0.01, 1.33, 0.47)	(0.22384, -0.24860, 0.08476, -0.93857)	(0.17, 1.31, 0.55)	(-0.08366, -0.06493, 0.24444, -0.96386)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
21.00777	1	(0.02, 1.71, 0.44)	(0.13323, -0.02287, 0.01791, 0.99066)	(-0.01, 1.71, 0.43)	(0.13323, -0.02287, 0.01791, 0.99066)	(0.05, 1.72, 0.44)	(0.13323, -0.02287, 0.01791, 0.99066)	(0.01, 1.33, 0.47)	(0.22418, -0.24908, 0.08469, -0.93837)	(0.17, 1.31, 0.55)	(-0.07973, -0.06827, 0.24279, -0.96438)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
21.01891	1	(0.02, 1.71, 0.44)	(0.13312, -0.02340, 0.01804, 0.99066)	(-0.01, 1.71, 0.43)	(0.13312, -0.02340, 0.01804, 0.99066)	(0.05, 1.72, 0.44)	(0.13312, -0.02340, 0.01804, 0.99066)	(0.01, 1.33, 0.47)	(0.22430, -0.24933, 0.08452, -0.93828)	(0.17, 1.31, 0.55)	(-0.07999, -0.06720, 0.24097, -0.96489)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
21.04118	1	(0.02, 1.71, 0.44)	(0.13318, -0.02395, 0.01787, 0.99064)	(-0.01, 1.71, 0.43)	(0.13318, -0.02395, 0.01787, 0.99064)	(0.05, 1.72, 0.44)	(0.13318, -0.02395, 0.01787, 0.99064)	(0.01, 1.33, 0.47)	(0.22461, -0.25004, 0.08442, -0.93803)	(0.17, 1.31, 0.55)	(-0.08311, -0.06392, 0.23945, -0.96523)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
